year,race_date,race_name,track_name,driver_name,car_number,finish_position,starting_position,laps_completed,laps_led,status,manufacturer,avg_finish_last_5,avg_finish_at_track,wins_at_track,poles_at_track,season_wins,season_top5s,season_top10s,avg_running_position,driver_rating,mid_running_position,closer_running_position,best_running_position,worst_running_position,pass_differential,green_flag_passes,green_flag_times_passed,quality_passes,fastest_laps,laps_in_top_15,total_laps,laps_in_top_15_pct,laps_led_pct
2022,2022-02-27,February Auto Club,Autoclub Speedway,Alex Bowman,48,25,14,200,0,Running,Chevrolet,24.0,15.0,0,0,0,0,0,11.0,78.7,9,25,2,27,-27,62,89,57,0,172,199,0.8643,0.0
2022,2022-02-27,February Auto Club,Autoclub Speedway,Aric Almirola,10,6,31,200,0,Running,Ford,5.0,15.0,0,0,0,1,1,16.7,77.0,13,19,5,31,-24,94,118,48,1,110,200,0.55,0.0
2022,2022-02-27,February Auto Club,Autoclub Speedway,Austin Cindric,2,12,1,200,0,Running,Ford,1.0,15.0,0,0,1,1,1,9.7,94.3,8,14,1,25,-14,86,100,61,1,179,200,0.895,0.0
2022,2022-02-27,February Auto Club,Autoclub Speedway,Austin Dillon,3,2,16,200,0,Running,Chevrolet,25.0,15.0,0,0,0,0,0,15.6,82.9,12,3,2,31,-22,97,119,52,3,118,200,0.59,0.0
2022,2022-02-27,February Auto Club,Autoclub Speedway,BJ McLeod,78,22,30,200,0,Running,Chevrolet,27.0,15.0,0,0,0,0,0,28.4,35.8,31,24,9,35,0,18,18,0,0,6,200,0.03,0.0
2022,2022-02-27,February Auto Club,Autoclub Speedway,Brad Keselowski,6,27,9,200,0,Running,Ford,9.0,15.0,0,0,0,0,1,19.2,61.0,11,28,4,31,13,78,65,32,0,68,198,0.3434,0.0
2022,2022-02-27,February Auto Club,Autoclub Speedway,Bubba Wallace,23,19,34,200,0,Running,Toyota,2.0,15.0,0,0,0,1,1,25.2,42.8,25,22,9,34,3,72,69,5,0,2,200,0.01,0.0
2022,2022-02-27,February Auto Club,Autoclub Speedway,Chase Briscoe,14,16,24,200,20,Running,Ford,3.0,15.0,0,0,0,1,1,14.3,82.1,5,15,1,31,-3,109,112,43,9,91,200,0.455,0.1
2022,2022-02-27,February Auto Club,Autoclub Speedway,Chase Elliott,9,26,8,200,12,Running,Chevrolet,10.0,15.0,0,0,0,0,1,18.9,67.5,19,20,1,34,-9,43,52,17,10,75,198,0.3788,0.0606
2022,2022-02-27,February Auto Club,Autoclub Speedway,Chris Buescher,17,35,20,200,0,Running,Ford,16.0,15.0,0,0,0,0,0,24.2,56.3,14,35,8,31,1,52,51,27,0,62,111,0.5586,0.0
2022,2022-02-27,February Auto Club,Autoclub Speedway,Christopher Bell,20,36,19,200,0,Running,Toyota,34.0,15.0,0,0,0,0,0,27.9,41.9,35,36,11,35,8,34,26,21,1,48,94,0.5106,0.0
2022,2022-02-27,February Auto Club,Autoclub Speedway,Cody Ware,51,32,27,200,0,Running,Ford,17.0,15.0,0,0,0,0,0,34.6,26.0,36,32,27,36,1,7,6,0,0,0,187,0.0,0.0
2022,2022-02-27,February Auto Club,Autoclub Speedway,Cole Custer,41,11,21,200,0,Running,Ford,20.0,15.0,0,0,0,0,0,12.9,83.3,10,18,3,26,-28,75,103,49,0,134,200,0.67,0.0
2022,2022-02-27,February Auto Club,Autoclub Speedway,Corey LaJoie,7,28,25,200,0,Running,Chevrolet,14.0,15.0,0,0,0,0,0,25.0,42.0,27,29,14,32,-8,114,122,0,0,2,198,0.0101,0.0
2022,2022-02-27,February Auto Club,Autoclub Speedway,Daniel Hemric,16,9,5,200,0,Running,Chevrolet,12.0,15.0,0,0,0,0,0,26.2,72.3,34,12,5,35,13,58,45,28,2,45,200,0.225,0.0
2022,2022-02-27,February Auto Club,Autoclub Speedway,Daniel Suarez,99,4,15,200,0,Running,Chevrolet,18.0,15.0,0,0,0,0,0,14.5,86.2,26,4,1,31,-3,96,99,54,0,115,200,0.575,0.0
2022,2022-02-27,February Auto Club,Autoclub Speedway,Denny Hamlin,11,15,4,200,0,Running,Toyota,37.0,15.0,0,0,0,0,0,10.3,89.8,24,5,3,31,8,110,102,70,0,169,200,0.845,0.0
2022,2022-02-27,February Auto Club,Autoclub Speedway,Erik Jones,43,3,2,200,18,Running,Chevrolet,29.0,15.0,0,0,0,0,0,4.3,122.7,7,6,1,12,13,72,59,64,23,200,200,1.0,0.09
2022,2022-02-27,February Auto Club,Autoclub Speedway,Garrett Smithley,15,21,29,200,0,Running,Chevrolet,15.0,15.0,0,0,0,0,0,28.4,37.8,30,23,5,35,2,18,16,0,0,8,200,0.04,0.0
2022,2022-02-27,February Auto Club,Autoclub Speedway,Harrison Burton,21,33,22,200,0,Running,Ford,39.0,15.0,0,0,0,0,0,24.3,42.7,20,33,16,30,-19,83,102,0,0,0,157,0.0,0.0
2022,2022-02-27,February Auto Club,Autoclub Speedway,Joey Logano,22,5,7,200,14,Running,Ford,21.0,15.0,0,0,0,0,0,5.4,110.3,4,1,1,20,32,87,55,66,5,198,200,0.99,0.07
2022,2022-02-27,February Auto Club,Autoclub Speedway,Josh Bilicki,77,30,28,200,0,Running,Chevrolet,15.0,15.0,0,0,0,0,0,31.3,30.2,32,30,21,33,-11,12,23,0,0,0,198,0.0,0.0
2022,2022-02-27,February Auto Club,Autoclub Speedway,Justin Haley,31,23,35,200,0,Running,Chevrolet,23.0,15.0,0,0,0,0,0,20.1,55.0,15,13,9,35,5,131,126,29,0,38,200,0.19,0.0
2022,2022-02-27,February Auto Club,Autoclub Speedway,Kevin Harvick,4,7,32,200,1,Running,Ford,30.0,15.0,0,0,0,0,0,20.0,64.7,21,8,1,32,23,106,83,15,0,43,200,0.215,0.005
2022,2022-02-27,February Auto Club,Autoclub Speedway,Kurt Busch,45,8,36,200,0,Running,Toyota,19.0,15.0,0,0,0,0,0,21.3,63.5,22,9,5,36,27,133,106,42,0,60,200,0.3,0.0
2022,2022-02-27,February Auto Club,Autoclub Speedway,Kyle Busch,18,14,3,200,0,Running,Toyota,6.0,15.0,0,0,0,0,1,28.6,59.0,33,26,3,36,4,56,52,8,2,21,200,0.105,0.0
2022,2022-02-27,February Auto Club,Autoclub Speedway,Kyle Larson,5,1,13,200,28,Running,Chevrolet,32.0,15.0,0,0,0,0,0,7.1,116.3,3,2,1,25,24,83,59,63,16,183,200,0.915,0.14
2022,2022-02-27,February Auto Club,Autoclub Speedway,Martin Truex Jr,19,13,12,200,0,Running,Toyota,13.0,15.0,0,0,0,0,0,15.0,77.3,28,16,4,30,-7,91,98,34,1,98,200,0.49,0.0
2022,2022-02-27,February Auto Club,Autoclub Speedway,Michael McDowell,34,31,23,200,0,Running,Ford,7.0,15.0,0,0,0,0,1,18.0,52.3,17,11,9,23,-18,88,106,18,0,41,193,0.2124,0.0
2022,2022-02-27,February Auto Club,Autoclub Speedway,Ricky Stenhouse Jr,47,10,17,200,0,Running,Chevrolet,28.0,15.0,0,0,0,0,0,11.0,91.1,18,10,2,22,20,121,101,71,1,159,200,0.795,0.0
2022,2022-02-27,February Auto Club,Autoclub Speedway,Ross Chastain,1,29,33,200,0,Running,Chevrolet,40.0,15.0,0,0,0,0,0,20.5,49.5,16,31,4,33,-8,72,80,22,0,68,198,0.3434,0.0
2022,2022-02-27,February Auto Club,Autoclub Speedway,Ryan Blaney,12,18,6,200,1,Running,Ford,4.0,15.0,0,0,0,1,1,6.9,97.6,6,7,1,18,60,119,59,102,8,189,200,0.945,0.005
2022,2022-02-27,February Auto Club,Autoclub Speedway,Todd Gilliland,38,20,26,200,0,Running,Ford,33.0,15.0,0,0,0,0,0,26.0,41.8,29,21,17,33,-34,48,82,0,0,0,200,0.0,0.0
2022,2022-02-27,February Auto Club,Autoclub Speedway,Ty Dillon,42,17,18,200,0,Running,Chevrolet,11.0,15.0,0,0,0,0,0,23.2,46.5,23,17,11,32,-38,99,137,1,0,6,200,0.03,0.0
2022,2022-02-27,February Auto Club,Autoclub Speedway,Tyler Reddick,8,24,11,200,90,Running,Toyota,35.0,15.0,0,0,0,0,0,8.4,120.6,2,27,1,30,2,26,24,23,39,144,199,0.7236,0.4523
2022,2022-02-27,February Auto Club,Autoclub Speedway,William Byron,24,34,10,200,16,Running,Chevrolet,38.0,15.0,0,0,0,0,0,11.9,97.3,1,34,1,17,19,46,27,44,6,148,151,0.9801,0.106
2023,2023-02-26,February Auto Club,Autoclub Speedway,AJ Allmendinger,16,36,6,200,0,Running,Chevrolet,10.6,14.6,0,0,0,0,1,27.5,52.0,36,36,4,35,-16,57,73,28,0,39,75,0.52,0.0
2023,2023-02-26,February Auto Club,Autoclub Speedway,Alex Bowman,48,8,4,200,17,Running,Chevrolet,20.8,18.0,0,0,0,1,1,7.5,102.0,8,11,1,17,9,84,75,69,4,197,200,0.985,0.085
2023,2023-02-26,February Auto Club,Autoclub Speedway,Aric Almirola,10,35,17,200,0,Running,Ford,19.0,16.75,0,0,0,0,0,29.3,33.5,34,35,12,30,-15,57,72,4,0,3,86,0.0349,0.0
2023,2023-02-26,February Auto Club,Autoclub Speedway,Austin Cindric,2,28,19,200,0,Running,Ford,21.6,11.62,0,1,0,0,0,20.6,49.3,14,28,11,29,-19,104,123,27,0,49,194,0.2526,0.0
2023,2023-02-26,February Auto Club,Autoclub Speedway,Austin Dillon,3,9,28,200,3,Running,Chevrolet,18.6,19.88,0,0,0,0,0,16.0,75.6,17,6,1,34,7,165,158,56,1,106,200,0.53,0.015
2023,2023-02-26,February Auto Club,Autoclub Speedway,BJ McLeod,78,24,30,200,0,Running,Chevrolet,31.6,27.8,0,0,0,0,0,27.0,41.3,27,25,14,33,-8,70,78,1,0,0,199,0.0,0.0
2023,2023-02-26,February Auto Club,Autoclub Speedway,Brad Keselowski,6,7,16,200,2,Running,Ford,23.0,21.5,0,0,0,0,0,16.9,89.0,15,10,1,35,14,113,99,75,8,123,200,0.615,0.01
2023,2023-02-26,February Auto Club,Autoclub Speedway,Bubba Wallace,23,30,18,200,0,Running,Toyota,18.6,24.0,0,0,0,0,0,14.9,67.1,9,29,4,26,-7,108,115,64,2,131,172,0.7616,0.0
2023,2023-02-26,February Auto Club,Autoclub Speedway,Chase Briscoe,14,20,31,200,0,Running,Ford,17.6,21.75,0,2,0,0,0,25.7,44.3,24,21,9,35,-13,78,91,13,3,11,200,0.055,0.0
2023,2023-02-26,February Auto Club,Autoclub Speedway,Chase Elliott,9,2,33,200,1,Running,Chevrolet,22.2,8.12,2,3,0,0,0,10.9,99.8,13,3,1,35,39,149,110,78,6,159,200,0.795,0.005
2023,2023-02-26,February Auto Club,Autoclub Speedway,Chris Buescher,17,13,5,200,0,Running,Ford,15.4,20.14,0,0,0,1,1,16.2,72.4,11,13,3,33,-14,120,134,59,1,124,200,0.62,0.0
2023,2023-02-26,February Auto Club,Autoclub Speedway,Christopher Bell,20,32,1,200,1,Running,Toyota,11.8,15.5,0,0,0,1,1,24.9,49.8,31,32,1,32,-5,63,68,19,0,37,88,0.4205,0.0114
2023,2023-02-26,February Auto Club,Autoclub Speedway,Cody Ware,51,27,11,200,0,Running,Ford,26.6,29.5,0,0,0,0,0,30.8,31.2,29,27,11,36,-29,12,41,0,0,0,195,0.0,0.0
2023,2023-02-26,February Auto Club,Autoclub Speedway,Corey LaJoie,7,14,12,200,0,Running,Chevrolet,20.4,25.88,0,0,0,0,0,14.4,76.3,18,17,5,32,-2,123,125,70,1,136,200,0.68,0.0
2023,2023-02-26,February Auto Club,Autoclub Speedway,Daniel Suarez,99,4,7,200,0,Running,Chevrolet,13.8,10.75,0,0,0,0,1,7.8,113.9,6,8,1,33,22,98,76,71,9,177,200,0.885,0.0
2023,2023-02-26,February Auto Club,Autoclub Speedway,Denny Hamlin,11,6,13,200,11,Running,Toyota,8.4,20.5,0,1,0,0,0,6.4,106.3,2,9,1,20,17,98,81,79,10,192,200,0.96,0.055
2023,2023-02-26,February Auto Club,Autoclub Speedway,Erik Jones,43,19,34,200,0,Running,Chevrolet,21.4,10.5,0,0,0,0,0,16.2,63.5,12,16,6,34,-1,127,128,50,0,104,200,0.52,0.0
2023,2023-02-26,February Auto Club,Autoclub Speedway,Harrison Burton,21,15,24,200,0,Running,Ford,20.4,23.12,0,0,0,0,0,21.2,59.9,19,20,1,32,-9,128,137,19,1,18,200,0.09,0.0
2023,2023-02-26,February Auto Club,Autoclub Speedway,JJ Yeley,15,23,22,200,0,Running,Chevrolet,31.2,28.0,0,0,0,0,0,26.8,38.3,25,24,16,35,-20,59,79,0,0,0,199,0.0,0.0
2023,2023-02-26,February Auto Club,Autoclub Speedway,Joey Logano,22,10,3,200,19,Running,Ford,5.6,13.88,1,0,0,1,1,4.6,111.8,3,7,1,26,-8,80,88,54,12,196,200,0.98,0.095
2023,2023-02-26,February Auto Club,Autoclub Speedway,Justin Haley,31,21,29,200,0,Running,Chevrolet,25.6,16.88,0,0,0,0,0,22.0,52.0,22,22,10,29,14,139,125,2,0,9,199,0.0452,0.0
2023,2023-02-26,February Auto Club,Autoclub Speedway,Kevin Harvick,4,5,10,200,5,Running,Ford,10.6,14.5,0,0,0,0,0,9.0,103.4,7,5,1,28,8,109,101,72,11,176,200,0.88,0.025
2023,2023-02-26,February Auto Club,Autoclub Speedway,Kyle Busch,8,1,21,200,27,Running,Chevrolet,13.4,22.38,0,0,0,0,0,6.9,124.9,5,1,1,32,39,126,87,66,23,171,200,0.855,0.135
2023,2023-02-26,February Auto Club,Autoclub Speedway,Kyle Larson,5,29,15,200,0,Running,Chevrolet,13.0,11.62,2,0,0,0,0,31.8,47.6,35,30,7,36,-15,23,38,16,22,11,185,0.0595,0.0
2023,2023-02-26,February Auto Club,Autoclub Speedway,Martin Truex Jr,19,11,14,200,0,Running,Toyota,12.6,12.88,0,0,0,0,0,19.2,82.3,30,12,4,35,51,105,54,44,1,93,200,0.465,0.0
2023,2023-02-26,February Auto Club,Autoclub Speedway,Michael McDowell,34,18,26,200,6,Running,Ford,21.0,16.0,0,0,0,0,0,18.6,59.0,16,2,1,31,-4,125,129,17,0,42,200,0.21,0.03
2023,2023-02-26,February Auto Club,Autoclub Speedway,Noah Gragson,42,22,20,200,1,Running,Chevrolet,21.6,35.5,0,0,0,0,0,20.5,49.7,26,23,1,28,-19,116,135,31,0,42,199,0.2111,0.005
2023,2023-02-26,February Auto Club,Autoclub Speedway,Ricky Stenhouse Jr,47,12,2,200,0,Running,Chevrolet,18.6,23.88,0,0,1,1,1,12.5,83.6,10,15,2,24,-15,113,128,84,2,182,200,0.91,0.0
2023,2023-02-26,February Auto Club,Autoclub Speedway,Ross Chastain,1,3,8,200,91,Running,Chevrolet,4.0,9.0,1,0,0,0,1,3.0,137.6,1,4,1,23,7,49,42,34,22,192,200,0.96,0.455
2023,2023-02-26,February Auto Club,Autoclub Speedway,Ryan Blaney,12,26,9,200,16,Running,Ford,11.6,11.0,0,1,0,0,1,18.8,72.1,28,26,1,30,15,44,29,28,11,73,196,0.3724,0.0816
2023,2023-02-26,February Auto Club,Autoclub Speedway,Ryan Preece,41,33,27,200,0,Running,Ford,32.67,15.0,0,0,0,0,0,27.6,32.7,32,33,1,31,-14,85,99,2,0,10,87,0.1149,0.0
2023,2023-02-26,February Auto Club,Autoclub Speedway,Todd Gilliland,38,17,25,200,0,Running,Ford,25.0,23.62,0,0,0,0,0,23.5,52.0,20,19,5,35,-11,98,109,11,0,11,200,0.055,0.0
2023,2023-02-26,February Auto Club,Autoclub Speedway,Ty Dillon,77,31,36,200,0,Running,Chevrolet,31.2,24.38,0,0,0,0,0,28.6,37.0,23,31,17,36,-12,67,79,0,0,0,140,0.0,0.0
2023,2023-02-26,February Auto Club,Autoclub Speedway,Ty Gibbs,54,16,23,200,0,Running,Toyota,22.0,26.0,0,0,0,0,0,18.2,62.3,21,18,7,29,-1,145,146,27,1,43,200,0.215,0.0
2023,2023-02-26,February Auto Club,Autoclub Speedway,Tyler Reddick,45,34,35,200,0,Running,Toyota,27.6,16.0,1,0,0,0,0,28.4,41.5,33,34,14,35,23,177,154,2,0,0,87,0.0,0.0
2023,2023-02-26,February Auto Club,Autoclub Speedway,William Byron,24,25,32,200,0,Running,Chevrolet,14.4,21.12,1,0,0,0,0,12.1,74.4,4,14,1,32,-4,98,102,56,2,143,198,0.7222,0.0
2025,2025-06-15,June Mexico City,Autodromo Hermanos Rodriguez,AJ Allmendinger,16,13,8,200,0,Running,Chevrolet,23.0,18.95,0,0,0,1,4,18.3,71.7,24,14,5,33,64,102,38,21,1,40,100,0.4,0.0
2025,2025-06-15,June Mexico City,Autodromo Hermanos Rodriguez,Alex Bowman,48,4,29,200,0,Running,Chevrolet,28.2,17.56,1,0,0,2,7,9.8,110.4,3,3,2,32,-17,48,65,16,3,73,100,0.73,0.0
2025,2025-06-15,June Mexico City,Autodromo Hermanos Rodriguez,Austin Cindric,2,18,20,200,1,Running,Ford,23.2,14.3,1,1,1,1,3,13.6,68.1,12,17,1,31,-26,67,93,27,1,51,100,0.51,0.01
2025,2025-06-15,June Mexico City,Autodromo Hermanos Rodriguez,Austin Dillon,3,28,21,200,0,Running,Chevrolet,19.4,22.37,0,0,0,0,3,23.1,50.4,29,31,6,35,-5,87,92,13,3,26,100,0.26,0.0
2025,2025-06-15,June Mexico City,Autodromo Hermanos Rodriguez,Brad Keselowski,6,25,30,200,0,Running,Ford,20.6,20.15,0,0,0,1,2,22.5,52.7,22,25,6,33,-13,116,129,10,0,19,100,0.19,0.0
2025,2025-06-15,June Mexico City,Autodromo Hermanos Rodriguez,Bubba Wallace,23,12,25,200,0,Running,Toyota,22.2,20.67,0,0,0,3,6,17.6,72.3,19,16,8,28,21,97,76,27,0,27,100,0.27,0.0
2025,2025-06-15,June Mexico City,Autodromo Hermanos Rodriguez,Carson Hocevar,77,34,23,200,0,Running,Chevrolet,23.0,14.58,0,0,0,2,3,23.9,47.5,11,34,2,34,-35,68,103,23,0,30,99,0.303,0.0
2025,2025-06-15,June Mexico City,Autodromo Hermanos Rodriguez,Chase Briscoe,19,7,19,200,0,Running,Toyota,14.8,22.7,0,3,0,5,6,19.5,96.3,15,10,5,34,7,80,73,30,5,53,100,0.53,0.0
2025,2025-06-15,June Mexico City,Autodromo Hermanos Rodriguez,Chase Elliott,9,3,12,200,0,Running,Chevrolet,13.4,11.29,2,3,0,3,7,10.8,105.4,21,4,3,25,26,76,50,39,3,76,100,0.76,0.0
2025,2025-06-15,June Mexico City,Autodromo Hermanos Rodriguez,Chris Buescher,17,10,16,200,1,Running,Ford,12.8,16.19,1,0,0,2,7,13.1,88.5,5,7,1,33,-46,52,98,20,0,73,100,0.73,0.01
2025,2025-06-15,June Mexico City,Autodromo Hermanos Rodriguez,Christopher Bell,20,2,31,200,4,Running,Toyota,9.0,14.89,2,1,3,6,10,7,119.6,1,2,1,32,-10,69,79,22,5,83,100,0.83,0.04
2025,2025-06-15,June Mexico City,Autodromo Hermanos Rodriguez,Cody Ware,51,31,34,200,0,Running,Ford,28.8,29.69,0,0,0,0,0,28.9,34.2,26,27,19,36,-8,68,76,0,0,0,100,0.0,0.0
2025,2025-06-15,June Mexico City,Autodromo Hermanos Rodriguez,Cole Custer,41,8,26,200,0,Running,Ford,23.8,22.77,0,0,0,0,0,11.5,96.5,8,6,3,29,-8,64,72,25,0,75,100,0.75,0.0
2025,2025-06-15,June Mexico City,Autodromo Hermanos Rodriguez,Daniel Suarez,99,19,10,200,0,Running,Chevrolet,22.0,15.3,1,0,0,1,3,13.3,67.8,7,19,1,30,-16,67,83,32,0,55,100,0.55,0.0
2025,2025-06-15,June Mexico City,Autodromo Hermanos Rodriguez,Erik Jones,43,17,14,200,0,Running,Toyota,13.6,19.19,0,0,0,1,2,16.6,68.0,20,15,2,33,15,86,71,26,0,56,100,0.56,0.0
2025,2025-06-15,June Mexico City,Autodromo Hermanos Rodriguez,Joey Logano,22,21,9,200,0,Running,Ford,10.6,12.48,4,1,1,2,4,19.8,62.2,28,18,5,34,1,88,87,12,0,20,100,0.2,0.0
2025,2025-06-15,June Mexico City,Autodromo Hermanos Rodriguez,John Hunter Nemechek,42,6,32,200,0,Running,Toyota,21.2,24.91,0,0,0,1,4,16.7,85.8,9,5,4,34,-17,69,86,10,0,50,100,0.5,0.0
2025,2025-06-15,June Mexico City,Autodromo Hermanos Rodriguez,Josh Berry,21,26,13,200,0,Running,Ford,18.4,26.75,0,0,1,2,3,21.8,55.2,23,29,3,30,3,85,82,11,8,16,100,0.16,0.0
2025,2025-06-15,June Mexico City,Autodromo Hermanos Rodriguez,Justin Haley,7,24,17,200,0,Running,Chevrolet,25.8,18.26,0,0,0,0,1,28.1,44.3,31,24,8,34,28,60,32,12,0,6,100,0.06,0.0
2025,2025-06-15,June Mexico City,Autodromo Hermanos Rodriguez,Katherine Legge,78,32,37,200,0,Running,Chevrolet,30.0,15.0,0,0,0,0,0,29.9,28.8,33,30,20,37,28,73,45,0,0,0,99,0.0,0.0
2025,2025-06-15,June Mexico City,Autodromo Hermanos Rodriguez,Kyle Busch,8,37,11,200,0,Running,Chevrolet,15.2,15.0,2,1,0,1,5,35.5,24.2,37,37,10,16,0,7,7,7,0,5,6,0.8333,0.0
2025,2025-06-15,June Mexico City,Autodromo Hermanos Rodriguez,Kyle Larson,5,36,6,200,0,Running,Chevrolet,11.0,17.56,2,2,3,9,11,34.2,58.3,36,36,6,36,-2,4,6,4,9,6,58,0.1034,0.0
2025,2025-06-15,June Mexico City,Autodromo Hermanos Rodriguez,Michael McDowell,71,5,5,200,2,Running,Chevrolet,21.4,17.44,0,3,0,0,1,8.5,103.4,4,9,1,31,-2,61,63,45,1,92,100,0.92,0.02
2025,2025-06-15,June Mexico City,Autodromo Hermanos Rodriguez,Noah Gragson,4,30,35,200,0,Running,Ford,24.6,24.95,0,0,0,1,3,28.8,33.5,32,28,16,35,-6,84,90,0,0,0,100,0.0,0.0
2025,2025-06-15,June Mexico City,Autodromo Hermanos Rodriguez,Ricky Stenhouse Jr,47,27,33,200,0,Running,Chevrolet,19.0,20.22,0,0,0,1,2,24.1,43.0,25,26,2,34,-3,93,96,7,0,14,100,0.14,0.0
2025,2025-06-15,June Mexico City,Autodromo Hermanos Rodriguez,Riley Herbst,35,29,15,200,0,Running,Toyota,23.6,23.75,0,0,0,0,0,18.8,51.8,6,32,5,34,-38,59,97,25,0,47,100,0.47,0.0
2025,2025-06-15,June Mexico City,Autodromo Hermanos Rodriguez,Ross Chastain,1,16,3,200,0,Running,Chevrolet,7.6,12.22,2,2,1,3,8,13.5,72.5,34,8,2,34,-1,81,82,21,0,63,100,0.63,0.0
2025,2025-06-15,June Mexico City,Autodromo Hermanos Rodriguez,Ryan Blaney,12,14,18,200,0,Running,Ford,15.4,13.15,2,2,1,6,7,12.5,88.0,17,12,2,25,46,107,61,41,0,76,100,0.76,0.0
2025,2025-06-15,June Mexico City,Autodromo Hermanos Rodriguez,Ryan Preece,60,15,2,200,4,Running,Ford,16.4,22.16,0,0,0,1,6,15.3,71.0,10,20,1,34,17,107,90,23,1,43,100,0.43,0.04
2025,2025-06-15,June Mexico City,Autodromo Hermanos Rodriguez,Ryan Truex,11,23,36,200,0,Running,Toyota,15.0,15.0,0,0,0,0,0,25.5,41.5,16,23,10,36,-9,76,85,3,0,3,100,0.03,0.0
2025,2025-06-15,June Mexico City,Autodromo Hermanos Rodriguez,Shane van Gisbergen,88,1,1,200,60,Running,Chevrolet,19.8,18.62,1,0,0,0,1,2.6,147.8,2,1,1,22,-27,31,58,21,18,94,100,0.94,0.6
2025,2025-06-15,June Mexico City,Autodromo Hermanos Rodriguez,Todd Gilliland,34,22,7,200,0,Running,Ford,19.2,19.3,0,0,0,0,2,19.6,51.2,27,22,4,34,29,102,73,18,0,23,100,0.23,0.0
2025,2025-06-15,June Mexico City,Autodromo Hermanos Rodriguez,Ty Dillon,10,33,28,200,0,Running,Chevrolet,23.2,27.16,0,0,0,0,0,20.3,69.5,18,33,5,34,-23,71,94,28,0,41,99,0.4141,0.0
2025,2025-06-15,June Mexico City,Autodromo Hermanos Rodriguez,Ty Gibbs,54,11,4,200,27,Running,Toyota,21.8,17.65,0,0,0,2,3,7.3,114.6,13,11,1,21,-15,47,62,37,18,90,100,0.9,0.27
2025,2025-06-15,June Mexico City,Autodromo Hermanos Rodriguez,Tyler Reddick,45,20,22,200,0,Running,Toyota,17.2,15.78,2,1,0,3,5,21.8,52.9,30,21,10,34,20,102,82,5,1,7,100,0.07,0.0
2025,2025-06-15,June Mexico City,Autodromo Hermanos Rodriguez,William Byron,24,9,27,200,1,Running,Chevrolet,14.4,14.78,4,2,1,7,9,15,86.5,14,13,1,36,-2,82,84,36,0,65,100,0.65,0.01
2025,2025-06-15,June Mexico City,Autodromo Hermanos Rodriguez,Zane Smith,38,35,24,200,0,Running,Chevrolet,18.4,18.25,0,0,0,0,2,34.1,32.2,35,35,13,35,8,13,5,4,0,2,76,0.0263,0.0
2022,2022-04-17,April Bristol,Bristol Motor Speedway (DIRT),Alex Bowman,48,6,8,200,0,Running,Chevrolet,9.2,15.0,0,0,1,2,4,14.0,102.1,28,8,2,32,14,76,62,39,1,191,250,0.764,0.0
2022,2022-04-17,April Bristol,Bristol Motor Speedway (DIRT),Aric Almirola,10,23,31,200,0,Running,Ford,16.4,15.0,0,0,0,1,4,27.0,40.7,31,25,12,35,-15,86,101,10,0,18,250,0.072,0.0
2022,2022-04-17,April Bristol,Bristol Motor Speedway (DIRT),Austin Cindric,2,16,20,200,0,Running,Ford,19.0,15.0,0,0,1,1,2,22.0,58.2,27,14,8,32,-13,103,116,7,0,25,250,0.1,0.0
2022,2022-04-17,April Bristol,Bristol Motor Speedway (DIRT),Austin Dillon,3,31,12,200,0,Running,Chevrolet,15.8,15.0,0,0,0,2,4,11.3,84.0,14,31,2,24,-16,47,63,46,3,210,211,0.9953,0.0
2022,2022-04-17,April Bristol,Bristol Motor Speedway (DIRT),Brad Keselowski,6,11,18,200,0,Running,Ford,15.8,15.0,0,0,0,0,1,15.0,81.5,21,9,2,33,11,110,99,48,5,136,250,0.544,0.0
2022,2022-04-17,April Bristol,Bristol Motor Speedway (DIRT),Bubba Wallace,23,28,22,200,0,Running,Toyota,23.0,15.0,0,0,0,1,1,18.8,63.5,19,29,10,31,4,87,83,19,0,100,245,0.4082,0.0
2022,2022-04-17,April Bristol,Bristol Motor Speedway (DIRT),Chase Briscoe,14,22,4,200,59,Running,Ford,13.2,15.0,0,0,1,2,3,7.0,95.3,4,3,1,33,18,61,43,55,31,223,250,0.892,0.236
2022,2022-04-17,April Bristol,Bristol Motor Speedway (DIRT),Chase Elliott,9,8,9,200,0,Running,Chevrolet,9.0,15.0,0,0,0,1,5,14.0,102.7,7,15,3,26,20,92,72,51,3,149,250,0.596,0.0
2022,2022-04-17,April Bristol,Bristol Motor Speedway (DIRT),Chris Buescher,17,15,15,200,0,Running,Ford,13.6,15.0,0,0,0,0,2,13.0,77.3,16,10,6,30,-17,73,90,44,0,185,250,0.74,0.0
2022,2022-04-17,April Bristol,Bristol Motor Speedway (DIRT),Christopher Bell,20,7,2,200,0,Running,Toyota,15.6,15.0,0,0,0,1,3,6.1,125.8,2,6,1,19,11,49,38,46,14,245,250,0.98,0.0
2022,2022-04-17,April Bristol,Bristol Motor Speedway (DIRT),Cody Ware,51,26,35,200,0,Running,Ford,30.6,15.0,0,0,0,0,0,30.5,35.8,29,24,18,36,-3,49,52,0,0,0,250,0.0,0.0
2022,2022-04-17,April Bristol,Bristol Motor Speedway (DIRT),Cole Custer,41,13,1,200,0,Running,Ford,23.2,15.0,0,0,0,0,0,25.0,47.3,22,18,1,36,-11,90,101,13,0,34,250,0.136,0.0
